DISABILITY,DISABILITY_CODE,COSTCENTER,JOBNUMBER,JOBDESCRIPTION,MONTHWORKED,YEARWORKED,HOURSWORKED,FTE
Mental Health,1,3100,231131,CENTRO 200 GENESEE ST,8,2011,0.5,0.002898551
Non Disabled,3,3100,231131,CENTRO 200 GENESEE ST,8,2011,1.75,0.010144928
Other,4,3100,231131,CENTRO 200 GENESEE ST,8,2011,4.25,0.024637681
Non Disabled,3,3100,231141,ONEICOUN 1101 SHERMAN DR,8,2011,8,0.046376812
Other,4,3100,231141,ONEICOUN 1101 SHERMAN DR,8,2011,16,0.092753623
Mental Retardation,2,3100,231201,NYSDOT 2436 CHENANGO RD,8,2011,22.5,0.130434783
Non Disabled,3,3100,231201,NYSDOT 2436 CHENANGO RD,8,2011,7.5,0.043478261
Other,4,3100,231201,NYSDOT 2436 CHENANGO RD,8,2011,8.25,0.047826087
Mental Retardation,2,3100,231221,NYSDOT 2436 CHENANGO RD,8,2011,26,0.150724638
Non Disabled,3,3100,231221,NYSDOT 2436 CHENANGO RD,8,2011,6.25,0.036231884
Other,4,3100,231221,NYSDOT 2436 CHENANGO RD,8,2011,11,0.063768116
Non Disabled,3,3100,231229,NYSDOT 2436 CHENANGO RD ACTIVITIES,8,2011,2.5,0.014492754
Mental Health,1,3100,231240,NYSDOT 1701 BROAD ST,8,2011,13,0.075362319
Other,4,3100,231240,NYSDOT 1701 BROAD ST,8,2011,18,0.104347826
Other,4,3100,231249,NYSDOT 1701 BROAD ST ACTIVITIES,8,2011,1,0.005797101
Mental Health,1,3100,231271,CNYDDSO 120 ELIZABETH ST,8,2011,39,0.226086957
Other,4,3100,231271,CNYDDSO 120 ELIZABETH ST,8,2011,52.25,0.302898551
Mental Health,1,3100,231279,CNYDDSO 120 ELIZABETH ST ACTIVITIES,8,2011,3,0.017391304
Other,4,3100,231279,CNYDDSO 120 ELIZABETH ST ACTIVITIES,8,2011,3,0.017391304
Mental Health,1,3100,231531,CNYDDSO 9501 RIVER RD,8,2011,53.25,0.308695652
Other,4,3100,231531,CNYDDSO 9501 RIVER RD,8,2011,80.5,0.466666667
Mental Health,1,3100,231539,CNYDDSO 9501 RIVER RD ACTIVITIES,8,2011,4.5,0.026086957
Other,4,3100,231539,CNYDDSO 9501 RIVER RD ACTIVITIES,8,2011,4.5,0.026086957
Mental Health,1,3100,231541,MVPCMCPI 1213 COURT ST,8,2011,133,0.771014493
Mental Retardation,2,3100,231541,MVPCMCPI 1213 COURT ST,8,2011,185,1.072463768
Non Disabled,3,3100,231541,MVPCMCPI 1213 COURT ST,8,2011,28,0.162318841
Mental Health,1,3100,231549,MVPCMCPI 1213 COURT ST ACTIVITIES,8,2011,19,0.110144928
Non Disabled,3,3100,231549,MVPCMCPI 1213 COURT ST ACTIVITIES,8,2011,4,0.023188406
Mental Retardation,2,3100,231571,ONEICOUN 120 BASE RD ,8,2011,46,0.266666667
Non Disabled,3,3100,231571,ONEICOUN 120 BASE RD ,8,2011,13,0.075362319
Other,4,3100,231571,ONEICOUN 120 BASE RD ,8,2011,14,0.08115942
Mental Retardation,2,3100,231579,ONEICOUN 120 BASE RD ACTIVITIES,8,2011,1,0.005797101
Non Disabled,3,3100,231579,ONEICOUN 120 BASE RD ACTIVITIES,8,2011,3,0.017391304
Mental Health,1,3100,231581,ONEICOUN 121 SECOND ST,8,2011,9,0.052173913
Non Disabled,3,3100,231581,ONEICOUN 121 SECOND ST,8,2011,38.5,0.223188406
Other,4,3100,231581,ONEICOUN 121 SECOND ST,8,2011,79.5,0.460869565
Mental Health,1,3100,231591,ONEICOUN 6000 AIRPORT RD,8,2011,9,0.052173913
Non Disabled,3,3100,231591,ONEICOUN 6000 AIRPORT RD,8,2011,36.5,0.211594203
Other,4,3100,231591,ONEICOUN 6000 AIRPORT RD,8,2011,80,0.463768116
Mental Health,1,3100,231621,OGS 6325 ROUTE 291,8,2011,2,0.011594203
Non Disabled,3,3100,231621,OGS 6325 ROUTE 291,8,2011,5,0.028985507
Other,4,3100,231621,OGS 6325 ROUTE 291,8,2011,12,0.069565217
Mental Retardation,2,3100,231631,ONEICOUN 200 ELIZABETH ST,8,2011,297.5,1.724637681
Non Disabled,3,3100,231631,ONEICOUN 200 ELIZABETH ST,8,2011,148.75,0.862318841
Other,4,3100,231631,ONEICOUN 200 ELIZABETH ST,8,2011,125,0.724637681
Mental Retardation,2,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,8,2011,28.1,0.162898551
Other,4,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,8,2011,18.75,0.108695652
Non Disabled,3,3100,231641,ONEICOUN 185 GENESEE ST,8,2011,67.5,0.391304348
Mental Health,1,3100,231711,ONEICOUN 800 PARK AVE ,8,2011,321,1.860869565
Mental Retardation,2,3100,231711,ONEICOUN 800 PARK AVE ,8,2011,280,1.623188406
Non Disabled,3,3100,231711,ONEICOUN 800 PARK AVE ,8,2011,162.5,0.942028986
Other,4,3100,231711,ONEICOUN 800 PARK AVE ,8,2011,759,4.4
Mental Retardation,2,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,8,2011,7.5,0.043478261
Non Disabled,3,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,8,2011,24,0.139130435
Other,4,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,8,2011,11,0.063768116
Mental Health,1,3100,231721,ONEICOUN 406 ELIZABETH ST,8,2011,107,0.620289855
Mental Health,1,3100,231731,ONEICOUN 235 ELIZABETH ST,8,2011,161,0.933333333
Mental Retardation,2,3100,231741,ONEICOUN 200 BASE RD,8,2011,22.5,0.130434783
Non Disabled,3,3100,231741,ONEICOUN 200 BASE RD,8,2011,6.5,0.037681159
Other,4,3100,231741,ONEICOUN 200 BASE RD,8,2011,7.5,0.043478261
Mental Retardation,2,3100,231749,ONEICOUN 200 BASE RD ACTIVITIES,8,2011,0.5,0.002898551
Non Disabled,3,3100,231749,ONEICOUN 200 BASE RD ACTIVITIES,8,2011,1,0.005797101
Mental Health,1,3100,231751,CDROTB 232 MOHAWK ST,8,2011,13,0.075362319
Other,4,3100,231751,CDROTB 232 MOHAWK ST,8,2011,25.5,0.147826087
Other,4,3100,231759,CDROTB 232 MOHAWK ST ACTIVITIES,8,2011,1.5,0.008695652
Mental Health,1,3100,231821,CITYUTICA 33 ORISKANY ST W,8,2011,172.5,1
Other,4,3100,231821,CITYUTICA 33 ORISKANY ST W,8,2011,138,0.8
Mental Health,1,3100,231841,ONEICOUN 321 MAIN ST,8,2011,144,0.834782609
Mental Retardation,2,3100,231841,ONEICOUN 321 MAIN ST,8,2011,123,0.713043478
Non Disabled,3,3100,231841,ONEICOUN 321 MAIN ST,8,2011,138,0.8
Other,4,3100,231841,ONEICOUN 321 MAIN ST,8,2011,97,0.562318841
Mental Health,1,3100,231849,ONEICOUN 321 MAIN ST ACTIVITIES,8,2011,5.05,0.029275362
Mental Retardation,2,3100,231849,ONEICOUN 321 MAIN ST ACTIVITIES,8,2011,11.5,0.066666667
Non Disabled,3,3100,231849,ONEICOUN 321 MAIN ST ACTIVITIES,8,2011,5.75,0.033333333
Mental Health,1,3100,231851,DIVMIL&NA 1700 PARKWAY E,8,2011,69,0.4
Mental Retardation,2,3100,331050,MARSDEN 8379 SENECA TRN PK,8,2011,57.25,0.331884058
Non Disabled,3,3100,331050,MARSDEN 8379 SENECA TRN PK,8,2011,16.25,0.094202899
Other,4,3100,331050,MARSDEN 8379 SENECA TRN PK,8,2011,11.25,0.065217391
Mental Retardation,2,3100,331059,MARSDEN 8379 SENECA TRN PK ACTIVITIES,8,2011,1.25,0.007246377
Non Disabled,3,3100,331059,MARSDEN 8379 SENECA TRN PK ACTIVITIES,8,2011,1.6,0.009275362
Mental Health,1,3100,331060,GILROYKG 5 ELLINWOOD CT,8,2011,5.25,0.030434783
Non Disabled,3,3100,331060,GILROYKG 5 ELLINWOOD CT,8,2011,23,0.133333333
Other,4,3100,331060,GILROYKG 5 ELLINWOOD CT,8,2011,46.5,0.269565217
Other,4,3100,331069,GILROYKG 5 ELLINWOOD CT ACTIVITIES,8,2011,2.75,0.015942029
Mental Health,1,3100,331070,HERKCCC 100 RESERVOIR RD,8,2011,314.6,1.823768116
Mental Retardation,2,3100,331070,HERKCCC 100 RESERVOIR RD,8,2011,116.5,0.675362319
Non Disabled,3,3100,331070,HERKCCC 100 RESERVOIR RD,8,2011,341.5,1.979710145
Other,4,3100,331070,HERKCCC 100 RESERVOIR RD,8,2011,332.5,1.927536232
Mental Health,1,3100,331080,HUMMELS 25 CANAL ST,8,2011,11,0.063768116
Other,4,3100,331080,HUMMELS 25 CANAL ST,8,2011,16,0.092753623
Mental Health,1,3100,331089,HUMMELS 25 CANAL ST ACTIVITIES,8,2011,2.25,0.013043478
Other,4,3100,331089,HUMMELS 25 CANAL ST ACTIVITIES,8,2011,1.5,0.008695652
Mental Retardation,2,3100,331110,NATCTMIS 930 YORK ST,8,2011,10,0.057971014
Non Disabled,3,3100,331110,NATCTMIS 930 YORK ST,8,2011,3,0.017391304
Other,4,3100,331110,NATCTMIS 930 YORK ST,8,2011,2,0.011594203
Other,4,3100,331150,CDROTB 731 BLEECKER ST,8,2011,12,0.069565217
Other,4,3100,331160,CDROTB 16 MAIN ST,8,2011,30,0.173913043
Other,4,3100,331170,CDROTB 1899 GENESEE ST,8,2011,30,0.173913043
Mental Retardation,2,3100,331180,M & T Bank,8,2011,65,0.376811594
Non Disabled,3,3100,331180,M & T Bank,8,2011,143.75,0.833333333
Other,4,3100,331180,M & T Bank,8,2011,254.25,1.473913043
Mental Retardation,2,3100,331189,M&T Bank - Activities,8,2011,4.5,0.026086957
Non Disabled,3,3100,331189,M&T Bank - Activities,8,2011,10,0.057971014
Other,4,3100,331189,M&T Bank - Activities,8,2011,4.5,0.026086957
Mental Retardation,2,3100,331190,RESCMISS 212 RUTGER ST,8,2011,68.5,0.397101449
Non Disabled,3,3100,331190,RESCMISS 212 RUTGER ST,8,2011,19.5,0.113043478
Other,4,3100,331190,RESCMISS 212 RUTGER ST,8,2011,33.5,0.194202899
Mental Retardation,2,3100,331199,RESCMISS 212 RUTGER ST ACTIVITIES,8,2011,1.5,0.008695652
Non Disabled,3,3100,331199,RESCMISS 212 RUTGER ST ACTIVITIES,8,2011,1.5,0.008695652
Mental Health,1,3100,331200,SLOCUM 1729 BURRSTONE RD,8,2011,341,1.976811594
Non Disabled,3,3100,331200,SLOCUM 1729 BURRSTONE RD,8,2011,236,1.368115942
Other,4,3100,331200,SLOCUM 1729 BURRSTONE RD,8,2011,246,1.426086957
Mental Health,1,3100,331200,Slocum Dickson-Utica,8,2011,109,0.631884058
Non Disabled,3,3100,331200,Slocum Dickson-Utica,8,2011,53,0.307246377
Other,4,3100,331200,Slocum Dickson-Utica,8,2011,50,0.289855072
Mental Health,1,3100,331209,SLOCUM 1729 BURRSTONE RD ACTIVITIES,8,2011,6,0.034782609
Mental Health,1,3100,331230,UCPHAT 9440 BUTLER RD,8,2011,9,0.052173913
Non Disabled,3,3100,331230,UCPHAT 9440 BUTLER RD,8,2011,37.75,0.21884058
Other,4,3100,331230,UCPHAT 9440 BUTLER RD,8,2011,84.75,0.491304348
Mental Health,1,3100,331300,Cornel Associates LLC @ 258 Genesee St.,8,2011,173,1.002898551
Non Disabled,3,3100,331300,Cornel Associates LLC @ 258 Genesee St.,8,2011,78,0.452173913
Mental Health,1,3100,331309,Cornel Associates LLC @ 258 Genesee St. Activities,8,2011,28,0.162318841
Non Disabled,3,3100,331309,Cornel Associates LLC @ 258 Genesee St. Activities,8,2011,20,0.115942029
Mental Health,1,3100,331310,SLOCUM 55 CENTRAL PLAZA ,8,2011,42.75,0.247826087
Other,4,3100,331310,SLOCUM 55 CENTRAL PLAZA ,8,2011,62,0.35942029
Mental Health,1,3100,331319,SLOCUM 55 CENTRAL PLAZA ACTIVITIES,8,2011,3.75,0.02173913
Other,4,3100,331319,SLOCUM 55 CENTRAL PLAZA ACTIVITIES,8,2011,5,0.028985507
Other,4,3100,331350,Our Savior Lutheran Church,8,2011,39,0.226086957
Other,4,3100,331380,Mele & Co.,8,2011,55,0.31884058
Non Disabled,3,3100,331400,FAXSTLUK 7980 RT 12,8,2011,108,0.626086957
Non Disabled,3,3100,331400,Faxton-st. Luke's Healthcare Barneveld,8,2011,30,0.173913043
Non Disabled,3,3100,331410,FAXSTLUK 13460 STATE RT 12,8,2011,42.5,0.246376812
Non Disabled,3,3100,331410,Faxton-St. Luke's Healthcare Boonville,8,2011,11.5,0.066666667
Mental Health,1,3100,331420,FAXSTLUK 4301 MIDDLE SET,8,2011,5,0.028985507
Non Disabled,3,3100,331420,FAXSTLUK 4301 MIDDLE SET,8,2011,24,0.139130435
Other,4,3100,331420,FAXSTLUK 4301 MIDDLE SET,8,2011,45.5,0.263768116
Non Disabled,3,3100,331430,FAXSTLUK 35 RIVERSIDE DR,8,2011,30,0.173913043
Non Disabled,3,3100,331430,Faxton-St. Luke's Healthcare Riverside Drive,8,2011,10,0.057971014
Non Disabled,3,3100,331439,FAXSTLUK 35 RIVERSIDE DR ACTIVITIES,8,2011,4,0.023188406
Non Disabled,3,3100,331440,FAXSTLUK 3946 ONEIDA ST,8,2011,53,0.307246377
Non Disabled,3,3100,331440,Faxton-St. Luke's Healthcare Washington Mills,8,2011,16.25,0.094202899
Non Disabled,3,3100,331449,FAXSTLUK 3946 ONEIDA ST ACTIVITIES,8,2011,6.5,0.037681159
Non Disabled,3,3100,331450,FAXSTLUK 358 MADISON AVE,8,2011,29.25,0.169565217
Non Disabled,3,3100,331450,Faxton-St. Luke's Healthcare Waterville,8,2011,9,0.052173913
Non Disabled,3,3100,331459,FAXSTLUK 358 MADISON AVE ACTIVITIES,8,2011,11.25,0.065217391
Non Disabled,3,3100,331459,Faxton-St. Luke's Healthcare Waterville Activities,8,2011,2.25,0.013043478
Non Disabled,3,3100,331460,FAXSTLUK 37 MAIN ST,8,2011,41.25,0.239130435
Non Disabled,3,3100,331460,Faxton-St. Luke's Healthcare Whitesboro,8,2011,13.75,0.079710145
Non Disabled,3,3100,331469,FAXSTLUK 37 MAIN ST ACTIVITIES,8,2011,5.5,0.031884058
Mental Retardation,2,3100,331480,SLOCUM 1307 CHAMPLIN AVE ,8,2011,34.25,0.198550725
Non Disabled,3,3100,331480,SLOCUM 1307 CHAMPLIN AVE ,8,2011,9.75,0.056521739
Other,4,3100,331480,SLOCUM 1307 CHAMPLIN AVE ,8,2011,6.75,0.039130435
Mental Retardation,2,3100,331489,SLOCUM 1307 CHAMPLIN AVE ACTIVITIES,8,2011,0.75,0.004347826
Mental Health,1,3100,331490,GILROYKG 210 CLINTON RD,8,2011,9,0.052173913
Non Disabled,3,3100,331490,GILROYKG 210 CLINTON RD,8,2011,29,0.168115942
Other,4,3100,331490,GILROYKG 210 CLINTON RD,8,2011,52.25,0.302898551
Mental Retardation,2,3100,331500,HTC 2260 DWYER AVE,8,2011,45,0.260869565
Non Disabled,3,3100,331500,HTC 2260 DWYER AVE,8,2011,13,0.075362319
Other,4,3100,331500,HTC 2260 DWYER AVE,8,2011,238,1.379710145
Mental Retardation,2,3100,331509,HTC 2260 DWYER AVE ACTIVITIES,8,2011,1,0.005797101
Other,4,3100,331509,HTC 2260 DWYER AVE ACTIVITIES,8,2011,15.5,0.089855072
Mental Health,1,3100,331510,HTC 1500 GENESEE ST,8,2011,6,0.034782609
Non Disabled,3,3100,331510,HTC 1500 GENESEE ST,8,2011,26.75,0.155072464
Other,4,3100,331510,HTC 1500 GENESEE ST,8,2011,54.5,0.315942029
Mental Retardation,2,3100,331540,M&TBANK 38 COLLEGE ST,8,2011,6.75,0.039130435
Non Disabled,3,3100,331540,M&TBANK 38 COLLEGE ST,8,2011,1.75,0.010144928
Other,4,3100,331540,M&TBANK 38 COLLEGE ST,8,2011,1.5,0.008695652
Mental Retardation,2,3100,331549,M&TBANK 38 COLLEGE ST ACTIVITIES,8,2011,0.25,0.001449275
Non Disabled,3,3100,331549,M&TBANK 38 COLLEGE ST ACTIVITIES,8,2011,0.25,0.001449275
Mental Health,1,3100,331550,M&T BANK 134 E MAIN ST,8,2011,28,0.162318841
Other,4,3100,331550,M&T BANK 134 E MAIN ST,8,2011,39.25,0.227536232
Mental Health,1,3100,331559,M&T BANK 134 E MAIN ST ACTIVITIES,8,2011,2.25,0.013043478
Other,4,3100,331559,M&T BANK 134 E MAIN ST ACTIVITIES,8,2011,3,0.017391304
Mental Health,1,3100,331560,M&T BANK 319 N MAIN ST,8,2011,27,0.156521739
Other,4,3100,331560,M&T BANK 319 N MAIN ST,8,2011,39.5,0.228985507
Mental Health,1,3100,331569,M&T BANK 319 N MAIN ST ACTIVITIES,8,2011,2.25,0.013043478
Other,4,3100,331569,M&T BANK 319 N MAIN ST ACTIVITIES,8,2011,3,0.017391304
Mental Health,1,3100,331570,M&T BANK 150 CENTRAL AVE,8,2011,23.5,0.136231884
Other,4,3100,331570,M&T BANK 150 CENTRAL AVE,8,2011,33.25,0.192753623
Mental Health,1,3100,331579,M&T BANK 150 CENTRAL AVE ACTIVITIES,8,2011,2.25,0.013043478
Other,4,3100,331579,M&T BANK 150 CENTRAL AVE ACTIVITIES,8,2011,3,0.017391304
Mental Health,1,3100,331590,M&TBANK 4767 CONSUMER SQ,8,2011,4.5,0.026086957
Non Disabled,3,3100,331590,M&TBANK 4767 CONSUMER SQ,8,2011,18,0.104347826
Other,4,3100,331590,M&TBANK 4767 CONSUMER SQ,8,2011,39.75,0.230434783
Other,4,3100,334190,NATLGRID 6559 NYSRTE 167,8,2011,8.5,0.049275362
Mental Retardation,2,3200,132111,EADS Janitor,8,2011,140,0.811594203
Other,4,3200,132111,EADS Janitor,8,2011,10,0.057971014
Mental Retardation,2,3200,132119,EADS - Activities,8,2011,12,0.069565217
Other,4,3200,132119,EADS - Activities,8,2011,4,0.023188406
Mental Health,1,3200,132121,Rome Labs Janitor,8,2011,497.5,2.884057971
Mental Retardation,2,3200,132121,Rome Labs Janitor,8,2011,276,1.6
Other,4,3200,132121,Rome Labs Janitor,8,2011,375.5,2.176811594
Mental Health,1,3200,132126,Rome Labs S&W Labs Rate,8,2011,60,0.347826087
Mental Health,1,3200,132129,Rome Labs - Activities,8,2011,20.5,0.11884058
Other,4,3200,132129,Rome Labs - Activities,8,2011,52,0.301449275
Other,4,3200,231651,ONEICOUN 800 PARK AVE ,8,2011,80,0.463768116
Mental Health,1,3200,231711,ONEICOUN 800 PARK AVE ,8,2011,22.5,0.130434783
Mental Health,1,3200,231719,ONEICOUN 800 PARK AVE ACTIVITIES,8,2011,15,0.086956522
Mental Health,1,3200,232041,CNYDDSO 101 W LIBERTY ST,8,2011,108,0.626086957
Non Disabled,3,3200,232041,CNYDDSO 101 W LIBERTY ST,8,2011,72,0.417391304
Mental Health,1,3200,232049,CNYDDSO 101 W LIBERTY ST ACTIVITIES,8,2011,4,0.023188406
Non Disabled,3,3200,232049,CNYDDSO 101 W LIBERTY ST ACTIVITIES,8,2011,20,0.115942029
Mental Health,1,3200,232081,Bridge Street Day Hab,8,2011,69,0.4
Mental Health,1,3200,232120,Delta Acres,8,2011,27.5,0.15942029
Non Disabled,3,3200,232120,Delta Acres,8,2011,27.5,0.15942029
Other,4,3200,232120,Delta Acres,8,2011,26.25,0.152173913
Mental Health,1,3200,232126,Delta Acres S&W Labs Rate,8,2011,2,0.011594203
Mental Health,1,3200,232129,Delta Acres Activities,8,2011,1.25,0.007246377
Non Disabled,3,3200,232129,Delta Acres Activities,8,2011,1.25,0.007246377
Other,4,3200,232129,Delta Acres Activities,8,2011,2.5,0.014492754
Mental Health,1,3200,232140,ONEICOUN 592 HANGAR RD,8,2011,32,0.185507246
Other,4,3200,232150,ONEICOUN 592 HANGAR RD,8,2011,89,0.515942029
Other,4,3200,232159,ONEICOUN 592 HANGAR RD ACTIVITIES,8,2011,4,0.023188406
Mental Health,1,3200,232222,CNYDDSO 8163 GORE RD,8,2011,36,0.208695652
Mental Health,1,3200,232222,Gore Road Janitor,8,2011,10,0.057971014
Mental Health,1,3200,232561,ONEICOUN 301 W DOMINICK ST,8,2011,49.5,0.286956522
Non Disabled,3,3200,232561,ONEICOUN 301 W DOMINICK ST,8,2011,49.5,0.286956522
Other,4,3200,232561,ONEICOUN 301 W DOMINICK ST,8,2011,49.5,0.286956522
Mental Health,1,3200,232566,ONEICOUN 301 W DOMINICK ST,8,2011,2,0.011594203
Mental Health,1,3200,232569,ONEICOUN 301 W DOMINICK ST ACTIVITIES,8,2011,2.25,0.013043478
Non Disabled,3,3200,232569,ONEICOUN 301 W DOMINICK ST ACTIVITIES,8,2011,2.25,0.013043478
Other,4,3200,232569,ONEICOUN 301 W DOMINICK ST ACTIVITIES,8,2011,2.25,0.013043478
Mental Health,1,3200,232571,ONEICOUN 300 W DOMINICK ST,8,2011,139.5,0.808695652
Non Disabled,3,3200,232571,ONEICOUN 300 W DOMINICK ST,8,2011,49.5,0.286956522
Other,4,3200,232571,ONEICOUN 300 W DOMINICK ST,8,2011,49.5,0.286956522
Mental Health,1,3200,232579,ONEICOUN 300 W DOMINICK ST ACTIVITIES,8,2011,2.75,0.015942029
Non Disabled,3,3200,232579,ONEICOUN 300 W DOMINICK ST ACTIVITIES,8,2011,2.75,0.015942029
Other,4,3200,232579,ONEICOUN 300 W DOMINICK ST ACTIVITIES,8,2011,2.75,0.015942029
Mental Health,1,3200,232611,OGS 6196 LAMPHEAR RD,8,2011,3,0.017391304
Mental Health,1,3200,232611,OGS Mohawk Janitor,8,2011,0.5,0.002898551
Mental Health,1,3200,232671,O'Shea Janitor F/T,8,2011,92,0.533333333
Mental Health,1,3200,232721,ONEICOUN 302 N JAMES ST,8,2011,34.5,0.2
Non Disabled,3,3200,232721,ONEICOUN 302 N JAMES ST,8,2011,33,0.191304348
Other,4,3200,232721,ONEICOUN 302 N JAMES ST,8,2011,33,0.191304348
Mental Health,1,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,8,2011,1.5,0.008695652
Non Disabled,3,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,8,2011,1.5,0.008695652
Other,4,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,8,2011,1.5,0.008695652
Mental Health,1,3200,232871,Walsh Janitor F/T,8,2011,160,0.927536232
Other,4,3200,232871,Walsh Janitor F/T,8,2011,126,0.730434783
Mental Health,1,3200,232872,Walsh Janitor P/T,8,2011,110,0.637681159
Other,4,3200,232872,Walsh Janitor P/T,8,2011,85,0.492753623
Mental Health,1,3200,232879,Walsh - Activities,8,2011,29,0.168115942
Other,4,3200,232879,Walsh - Activities,8,2011,50,0.289855072
Mental Health,1,3200,232932,Wilson Janitor P/T,8,2011,88.5,0.513043478
Mental Health,1,3200,332040,Griffiss Utility Services Corp,8,2011,14,0.08115942
Other,4,3200,332070,NYSHOME 5900 AIRPORT RD,8,2011,104,0.602898551
Mental Retardation,2,3200,332080,Oneida Herk Solid Waste,8,2011,18,0.104347826
Mental Retardation,2,3200,332090,CDROTB 526 ERIE BLVD W,8,2011,12,0.069565217
Other,4,3200,332090,CDROTB 526 ERIE BLVD W,8,2011,26,0.150724638
Mental Health,1,3200,332130,CITYROME 301 N JAMES ST,8,2011,0.5,0.002898551
Other,4,3200,332130,CITYROME 301 N JAMES ST,8,2011,69,0.4
Other,4,3200,332520,MHC Rome,8,2011,14,0.08115942
Mental Health,1,3300,233130,CENTRO 200 CORTLAND AVE,8,2011,100.5,0.582608696
Other,4,3300,233130,CENTRO 200 CORTLAND AVE,8,2011,282,1.634782609
Other,4,3300,233139,CENTRO 200 CORTLAND AVE ACTIVITIES,8,2011,3,0.017391304
Mental Health,1,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,8,2011,1355.683333,7.859033816
Mental Retardation,2,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,8,2011,226.55,1.313333333
Non Disabled,3,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,8,2011,385.5333333,2.234975845
Other,4,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,8,2011,2992.55,17.34811594
Blind,5,3300,233140,NYSFAIR 581 STATE FAIR BLVD RUBBISH,8,2011,137.15,0.795072464
