DISABILITY,DISABILITY_CODE,COSTCENTER,JOBNUMBER,JOBDESCRIPTION,MONTHWORKED,YEARWORKED,HOURSWORKED,FTE
Mental Health,1,3400,134111,Army Reserve Grounds Maintenance,4,2011,5,0.03125
Mental Health,1,3400,234100,Armory Grounds,4,2011,7.75,0.0484375
Mental Health,1,3400,234100,DIVMIL&NA 1700 PARKWAY E,4,2011,113,0.70625
Mental Health,1,3400,234110,CNY DDSO,4,2011,41.75,0.2609375
Mental Health,1,3400,234130,ONEICOUN 321 MAIN ST,4,2011,9.75,0.0609375
Mental Health,1,3400,234160,ONEICOUN 321 MAIN ST ,4,2011,12.5,0.078125
Mental Health,1,3400,334100,Commercial Grounds Maintenance,4,2011,70.5,0.440625
Mental Health,1,3400,334109,Commercial Grounds - Activities,4,2011,13,0.08125
Mental Health,1,3400,334120,DRV Grounds FG,4,2011,26.5,0.165625
Mental Retardation,2,3100,131121,GSA 10 BROAD ST,4,2011,106,0.6625
Mental Retardation,2,3100,131129,GSA 10 BROAD ST ACTIVITIES,4,2011,5,0.03125
Mental Retardation,2,3100,132121,Rome Labs Janitor,4,2011,16.5,0.103125
Mental Retardation,2,3100,132129,Rome Labs - Activities,4,2011,1.75,0.0109375
Mental Retardation,2,3100,231061,DIVMIL&NA 1745 PARKWAY E,4,2011,1.25,0.0078125
Mental Retardation,2,3100,231061,NYS Armory FMS6,4,2011,1,0.00625
Mental Retardation,2,3100,231131,CENTRO 200 GENESEE ST,4,2011,1,0.00625
Mental Retardation,2,3100,231201,NYSDOT 2436 CHENANGO RD,4,2011,9.5,0.059375
Mental Retardation,2,3100,231209,NYSDOT 2436 CHENANGO RD ACTIVITIES,4,2011,1.25,0.0078125
Mental Retardation,2,3100,231221,DOT Engineering,4,2011,6.75,0.0421875
Mental Retardation,2,3100,231229,DOT Engineering - Activities,4,2011,1.25,0.0078125
Mental Retardation,2,3100,231541,MVPCMCPI 1213 COURT ST,4,2011,78,0.4875
Mental Retardation,2,3100,231541,McPike Janitor,4,2011,88,0.55
Mental Retardation,2,3100,231549,MVPCMCPI 1213 COURT ST ACTIVITIES,4,2011,2,0.0125
Mental Retardation,2,3100,231549,McPike - Actvities,4,2011,1,0.00625
Mental Retardation,2,3100,231571,ONEICOUN 120 BASE RD ,4,2011,19,0.11875
Mental Retardation,2,3100,231579,ONEICOUN 120 BASE RD Activities,4,2011,4,0.025
Mental Retardation,2,3100,231581,ONEICOUN 121 SECOND ST,4,2011,26.5,0.165625
Mental Retardation,2,3100,231589,ONEICOUN 121 SECOND ST ACTIVITIES,4,2011,1.25,0.0078125
Mental Retardation,2,3100,231591,ONEICOUN 6000 AIRPORT RD,4,2011,26,0.1625
Mental Retardation,2,3100,231599,ONEICOUN 6000 AIRPORT RD ACTIVITIES,4,2011,1.25,0.0078125
Mental Retardation,2,3100,231621,OGS Marcy Janitor,4,2011,3.75,0.0234375
Mental Retardation,2,3100,231631,ONEICOUN 200 ELIZABETH ST,4,2011,313.25,1.9578125
Mental Retardation,2,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,4,2011,12.25,0.0765625
Mental Retardation,2,3100,231711,ONEICOUN 800 PARK AVE ,4,2011,250,1.5625
Mental Retardation,2,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,4,2011,12.5,0.078125
Mental Retardation,2,3100,231741,ONEICOUN 200 BASE RD,4,2011,9,0.05625
Mental Retardation,2,3100,231749,ONEICOUN 200 BASE RD ACTIVITIES,4,2011,1,0.00625
Mental Retardation,2,3100,231821,Utica Court Janitor,4,2011,2.5,0.015625
Mental Retardation,2,3100,331050,Fiserv,4,2011,24.25,0.1515625
Mental Retardation,2,3100,331059,Fiserv - Activities,4,2011,4,0.025
Mental Retardation,2,3100,331060,Gilroy Kernan Gilroy,4,2011,26.75,0.1671875
Mental Retardation,2,3100,331069,Gilroy - Activities,4,2011,1,0.00625
Mental Retardation,2,3100,331110,Natl Center Missing Children,4,2011,3.5,0.021875
Mental Retardation,2,3100,331119,Natl Center MC - Activities,4,2011,1,0.00625
Mental Retardation,2,3100,331180,M & T Bank,4,2011,64,0.4
Mental Retardation,2,3100,331189,M&T Bank - Activities,4,2011,1.75,0.0109375
Mental Retardation,2,3100,331190,Rescue Mission,4,2011,28,0.175
Mental Retardation,2,3100,331199,Rescue Mission - Activities,4,2011,3.55,0.0221875
Mental Retardation,2,3100,331200,Slocum Dickson-Utica,4,2011,14,0.0875
Mental Retardation,2,3100,331209,Slocum Dickson-Utica  Activities,4,2011,1.5,0.009375
Mental Retardation,2,3100,331230,UCP Hatfield,4,2011,26.5,0.165625
Mental Retardation,2,3100,331420,Faxton-St. Luke's Healthcare Middle Settlement Rd,4,2011,17,0.10625
Mental Retardation,2,3100,331500,HTC,4,2011,18.5,0.115625
Mental Retardation,2,3100,331509,HTC - Activities,4,2011,3,0.01875
Mental Retardation,2,3100,331510,MHC Utica,4,2011,21,0.13125
Mental Retardation,2,3100,331519,MHCU - Activities,4,2011,1,0.00625
Mental Retardation,2,3200,132111,EADS Janitor,4,2011,140,0.875
Mental Retardation,2,3200,132121,Rome Labs Janitor,4,2011,178,1.1125
Mental Retardation,2,3200,332080,Oneida Herk Solid Waste,4,2011,16,0.1
Mental Retardation,2,3200,332090,OTB Legends,4,2011,10.5,0.065625
Mental Retardation,2,3200,332099,OTB Legends - Activities,4,2011,3,0.01875
Mental Retardation,2,3300,233190,Onondaga County Justice Center,4,2011,99,0.61875
Non Disabled,3,3100,231111,DDSO Carpet Cleaning,4,2011,31.5,0.196875
Non Disabled,3,3100,231131,CENTRO 200 GENESEE ST,4,2011,1,0.00625
Non Disabled,3,3100,231541,MVPCMCPI 1213 COURT ST,4,2011,16,0.1
Non Disabled,3,3100,231541,McPike Janitor,4,2011,20,0.125
Non Disabled,3,3100,231581,ONEICOUN 121 SECOND ST,4,2011,26.5,0.165625
Non Disabled,3,3100,231589,ONEICOUN 121 SECOND ST ACTIVITIES,4,2011,1.25,0.0078125
Non Disabled,3,3100,231591,ONEICOUN 6000 AIRPORT RD,4,2011,29.5,0.184375
Non Disabled,3,3100,231599,ONEICOUN 6000 AIRPORT RD ACTIVITIES,4,2011,2.25,0.0140625
Non Disabled,3,3100,231621,OGS Marcy Janitor,4,2011,3.75,0.0234375
Non Disabled,3,3100,231631,ONEICOUN 200 ELIZABETH ST,4,2011,118.75,0.7421875
Non Disabled,3,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,4,2011,18.75,0.1171875
Non Disabled,3,3100,231711,ONEICOUN 800 PARK AVE ,4,2011,212,1.325
Non Disabled,3,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,4,2011,33.5,0.209375
Non Disabled,3,3100,231821,Utica Court Janitor,4,2011,2.5,0.015625
Non Disabled,3,3100,231841,ONEICOUN 321 MAIN ST,4,2011,120.75,0.7546875
Non Disabled,3,3100,331060,Gilroy Kernan Gilroy,4,2011,28.75,0.1796875
Non Disabled,3,3100,331069,Gilroy - Activities,4,2011,1,0.00625
Non Disabled,3,3100,331180,M & T Bank,4,2011,152,0.95
Non Disabled,3,3100,331189,M&T Bank - Activities,4,2011,6.5,0.040625
Non Disabled,3,3100,331190,Rescue Mission,4,2011,18,0.1125
Non Disabled,3,3100,331200,Slocum Dickson-Utica,4,2011,564,3.525
Non Disabled,3,3100,331209,Slocum Dickson-Utica  Activities,4,2011,20,0.125
Non Disabled,3,3100,331230,UCP Hatfield,4,2011,26.5,0.165625
Non Disabled,3,3100,331300,Cornel Associates LLC @ 258 Genesee St.,4,2011,76.5,0.478125
Non Disabled,3,3100,331309,Cornel Associates LLC @ 258 Genesee St. Activities,4,2011,9,0.05625
Non Disabled,3,3100,331400,Faxton-st. Luke's Healthcare Barneveld,4,2011,105,0.65625
Non Disabled,3,3100,331410,Faxton-St. Luke's Healthcare Boonville,4,2011,52,0.325
Non Disabled,3,3100,331420,Faxton-St. Luke's Healthcare Middle Settlement Rd,4,2011,17,0.10625
Non Disabled,3,3100,331430,Faxton-St. Luke's Healthcare Riverside Drive,4,2011,34,0.2125
Non Disabled,3,3100,331439,Faxton-St. Luke's Healthcare Riverside Dr. Activie,4,2011,4,0.025
Non Disabled,3,3100,331440,Faxton-St. Luke's Healthcare Washington Mills,4,2011,54.75,0.3421875
Non Disabled,3,3100,331449,Faxton-St. Luke's Healthcare Washington Mills Act.,4,2011,6.5,0.040625
Non Disabled,3,3100,331450,Faxton-St. Luke's Healthcare Waterville,4,2011,47.25,0.2953125
Non Disabled,3,3100,331460,Faxton-St. Luke's Healthcare Whitesboro,4,2011,44,0.275
Non Disabled,3,3100,331469,Faxton-St. Luke's Healthcare Whitesboro Activities,4,2011,11,0.06875
Non Disabled,3,3100,331510,MHC Utica,4,2011,30.5,0.190625
Non Disabled,3,3200,232041,CNYDDSO 101 W LIBERTY ST,4,2011,43,0.26875
Non Disabled,3,3200,232041,ONEICOUN 301 W DOMINICK ST,4,2011,35,0.21875
Non Disabled,3,3200,232049,ONEICOUN 301 W DOMINICK ST ACTIVITIES,4,2011,9,0.05625
Non Disabled,3,3200,232120,Delta Acres,4,2011,20,0.125
Non Disabled,3,3200,232129,Delta Acres Activities,4,2011,6.25,0.0390625
Non Disabled,3,3200,232561,ONEICOUN 301 W DOMINICK ST,4,2011,34.75,0.2171875
Non Disabled,3,3200,232569,ONEICOUN 301 W DOMINICK ST ACTIVITIES,4,2011,12.5,0.078125
Non Disabled,3,3200,232571,ONEICOUN 300 W DOMINICK ST,4,2011,33.5,0.209375
Non Disabled,3,3200,232579,ONEICOUN 300 W DOMINICK ST ACTIVITIES,4,2011,13.75,0.0859375
Non Disabled,3,3200,232721,ONEICOUN 302 N JAMES ST,4,2011,23.5,0.146875
Non Disabled,3,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,4,2011,8,0.05
Non Disabled,3,3300,130150,NAVFAC 5803 E MOLLOY RD,4,2011,58,0.3625
Non Disabled,3,3300,130159,NAVFAC 5803 E MOLLOY RD ACTIVITIES,4,2011,9,0.05625
Non Disabled,3,3300,233130,CENTRO 200 CORTLAND AVE,4,2011,3,0.01875
Non Disabled,3,3300,233160,ONONCOUN 4949 VELASKO RD,4,2011,3,0.01875
Non Disabled,3,3300,233190,Onondaga County Justice Center,4,2011,63,0.39375
Other,4,3000,130130,NAVFAC 251 RUDYCHASE DR,4,2011,174.5,1.090625
Other,4,3000,231111,DDSO Carpet Cleaning,4,2011,36.25,0.2265625
Other,4,3000,231119,DDSO Carpet Cleaning Activities,4,2011,4,0.025
Other,4,3000,335100,Maintenance Plus Commercial,4,2011,10.25,0.0640625
Other,4,3000,335200,Maintenance Plus - HTC,4,2011,102,0.6375
Other,4,3000,335209,Maintenance Plus -HTC Activities,4,2011,7.5,0.046875
Other,4,3100,132121,Rome Labs Janitor,4,2011,22,0.1375
Other,4,3100,231061,DIVMIL&NA 1745 PARKWAY E,4,2011,0.5,0.003125
Other,4,3100,231061,NYS Armory FMS6,4,2011,1,0.00625
Other,4,3100,231121,CENTRO 185 LELAND AVE,4,2011,43.25,0.2703125
Other,4,3100,231129,CENTRO 185 LELAND AVE ACTIVITIES,4,2011,1.5,0.009375
Other,4,3100,231131,CENTRO 200 GENESEE ST,4,2011,1,0.00625
Other,4,3100,231201,NYSDOT 2436 CHENANGO RD,4,2011,11.5,0.071875
Other,4,3100,231221,DOT Engineering,4,2011,12.75,0.0796875
Other,4,3100,231240,NYSDOT 1701 BROAD ST,4,2011,14.5,0.090625
Other,4,3100,231249,NYSDOT 1701 BROAD ST ACTIVITIES,4,2011,3,0.01875
Other,4,3100,231271,Elizabeth Street Janitor,4,2011,36.25,0.2265625
Other,4,3100,231275,Elizabeth Street  S&W,4,2011,84,0.525
Other,4,3100,231279,Elizabeth St DDSO - Activities,4,2011,2,0.0125
Other,4,3100,231525,Marcy Day Treatment S&W,4,2011,8,0.05
Other,4,3100,231531,Marcy Day Treatment - Janitor,4,2011,56.5,0.353125
Other,4,3100,231539,Marcy Day Treatment - Activities,4,2011,3,0.01875
Other,4,3100,231571,ONEICOUN 120 BASE RD ,4,2011,35,0.21875
Other,4,3100,231581,ONEICOUN 121 SECOND ST,4,2011,26.5,0.165625
Other,4,3100,231589,ONEICOUN 121 SECOND ST ACTIVITIES,4,2011,1.25,0.0078125
Other,4,3100,231591,ONEICOUN 6000 AIRPORT RD,4,2011,26,0.1625
Other,4,3100,231599,ONEICOUN 6000 AIRPORT RD ACTIVITIES,4,2011,2.25,0.0140625
Other,4,3100,231621,OGS Marcy Janitor,4,2011,3.75,0.0234375
Other,4,3100,231631,ONEICOUN 200 ELIZABETH ST,4,2011,149,0.93125
Other,4,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,4,2011,6.25,0.0390625
Other,4,3100,231671,OTB Herkimer (Mohwak Street),4,2011,22.5,0.140625
Other,4,3100,231679,OTB Herkimer (Mohawk St.) Activities,4,2011,1,0.00625
Other,4,3100,231711,ONEICOUN 800 PARK AVE ,4,2011,403,2.51875
Other,4,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,4,2011,66,0.4125
Other,4,3100,231731,ONEICOUN 235 ELIZABETH ST,4,2011,140,0.875
Other,4,3100,231739,ONEICOUN 235 ELIZABETH ST ACTIVITIES,4,2011,7,0.04375
Other,4,3100,231741,ONEICOUN 200 BASE RD,4,2011,11,0.06875
Other,4,3100,231821,CITYUTICA 33 ORISKANY ST W,4,2011,54,0.3375
Other,4,3100,231821,Utica Court Janitor,4,2011,62.5,0.390625
Other,4,3100,231829,CITYUTICA 33 ORISKANY ST W ACTIVITIES,4,2011,6,0.0375
Other,4,3100,231829,Utica Court - Activities,4,2011,6,0.0375
Other,4,3100,231841,ONEICOUN 321 MAIN ST,4,2011,194,1.2125
Other,4,3100,231849,ONEICOUN 321 MAIN ST ACTIVITIES,4,2011,5,0.03125
Other,4,3100,331050,Fiserv,4,2011,30.75,0.1921875
Other,4,3100,331060,Gilroy Kernan Gilroy,4,2011,26.5,0.165625
Other,4,3100,331069,Gilroy - Activities,4,2011,1,0.00625
Other,4,3100,331080,Hummels,4,2011,11.25,0.0703125
Other,4,3100,331089,Hummels - Activities,4,2011,1,0.00625
Other,4,3100,331110,Natl Center Missing Children,4,2011,5,0.03125
Other,4,3100,331150,OTB Bleecker,4,2011,26,0.1625
Other,4,3100,331160,OTB Cleats,4,2011,30,0.1875
Other,4,3100,331170,OTB Jerzees,4,2011,30,0.1875
Other,4,3100,331180,M & T Bank,4,2011,310,1.9375
Other,4,3100,331189,M&T Bank - Activities,4,2011,9.5,0.059375
Other,4,3100,331190,Rescue Mission,4,2011,35,0.21875
Other,4,3100,331200,Slocum Dickson-Utica,4,2011,217.5,1.359375
Other,4,3100,331209,Slocum Dickson-Utica  Activities,4,2011,10,0.0625
Other,4,3100,331230,UCP Hatfield,4,2011,49,0.30625
Other,4,3100,331310,Slocum Dickson-Ilion,4,2011,46,0.2875
Other,4,3100,331319,Slocum Dickson-Ilion Activities,4,2011,2.5,0.015625
Other,4,3100,331350,Our Savior Lutheran Church,4,2011,40,0.25
Other,4,3100,331420,Faxton-St. Luke's Healthcare Middle Settlement Rd,4,2011,17,0.10625
Other,4,3100,331500,HTC,4,2011,172,1.075
Other,4,3100,331509,HTC - Activities,4,2011,7.5,0.046875
Other,4,3100,331510,MHC Utica,4,2011,21,0.13125
Other,4,3100,331519,MHCU - Activities,4,2011,1,0.00625
Other,4,3200,132111,EADS Janitor,4,2011,12,0.075
Other,4,3200,132121,Rome Labs Janitor,4,2011,373.5,2.334375
Other,4,3200,132126,Rome Labs S&W Labs Rate,4,2011,8,0.05
Other,4,3200,132129,Rome Labs - Activities,4,2011,20,0.125
Other,4,3200,231651,ONEICOUN 800 PARK AVE ,4,2011,112.5,0.703125
Other,4,3200,231659,ONEICOUN 800 PARK AVE ACTIVITIES,4,2011,45,0.28125
Other,4,3200,232076,Bridge Street S&W Labs Rate,4,2011,10,0.0625
Other,4,3200,232081,Bridge Street Day Hab,4,2011,16.5,0.103125
Other,4,3200,232120,Delta Acres,4,2011,11.25,0.0703125
Other,4,3200,232126,Delta Acres S&W Labs Rate,4,2011,62,0.3875
Other,4,3200,232129,Delta Acres Activities,4,2011,1.25,0.0078125
Other,4,3200,232150,ONEICOUN 592 HANGAR RD,4,2011,120,0.75
Other,4,3200,232222,Gore Road Janitor,4,2011,12.25,0.0765625
Other,4,3200,232226,Gore Road S&W Labs Rate,4,2011,6,0.0375
Other,4,3200,232561,ONEICOUN 301 W DOMINICK ST,4,2011,19.25,0.1203125
Other,4,3200,232566,ONEICOUN 301 W DOMINICK ST,4,2011,2,0.0125
Other,4,3200,232569,ONEICOUN 301 W DOMINICK ST ACTIVITIES,4,2011,2.25,0.0140625
Other,4,3200,232571,ONEICOUN 300 W DOMINICK ST,4,2011,20,0.125
Other,4,3200,232579,ONEICOUN 300 W DOMINICK ST ACTIVITIES,4,2011,2.25,0.0140625
Other,4,3200,232611,OGS Mohawk Janitor,4,2011,0.5,0.003125
Other,4,3200,232676,O'Shea S&W Labs Rate,4,2011,62,0.3875
Other,4,3200,232721,ONEICOUN 302 N JAMES ST,4,2011,15.5,0.096875
Other,4,3200,232729,ONEICOUN 302 N JAMES ST ACTIVITIES,4,2011,1.5,0.009375
Other,4,3200,232871,Walsh Janitor F/T,4,2011,139.5,0.871875
Other,4,3200,232872,Walsh Janitor P/T,4,2011,105,0.65625
Other,4,3200,232879,Walsh - Activities,4,2011,7.5,0.046875
Other,4,3200,232932,Wilson Janitor P/T,4,2011,22,0.1375
Other,4,3200,232936,Wilson S&W Labs Rate,4,2011,14,0.0875
Other,4,3200,332090,OTB Legends,4,2011,9,0.05625
Other,4,3200,332130,Rome Justice Building,4,2011,63,0.39375
Other,4,3200,332520,MHC Rome,4,2011,16,0.1
Other,4,3300,130150,NAVFAC 5803 E MOLLOY RD,4,2011,3,0.01875
Other,4,3300,233130,CENTRO 200 CORTLAND AVE,4,2011,289,1.80625
Other,4,3300,233139,CENTRO 200 CORTLAND AVE ACTIVITIES,4,2011,5,0.03125
Other,4,3300,233160,ONONCOUN 4949 VELASKO RD,4,2011,95,0.59375
Other,4,3300,233169,ONONCOUN 4949 VELASKO RD ACTIVITIES,4,2011,5,0.03125
Other,4,3300,233180,CENTRO 131 ALLIANCE BANK,4,2011,428,2.675
Other,4,3300,233189,CENTRO 131 ALLIANCE BANK ACTIVITIES,4,2011,23,0.14375
Other,4,3300,233190,Onondaga County Justice Center,4,2011,81,0.50625
Other,4,3300,233199,Onondaga County Justice Center - Activities,4,2011,1.5,0.009375
Other,4,3400,134111,Army Reserve Grounds Maintenance,4,2011,2.5,0.015625
Other,4,3400,231841,ONEICOUN 321 MAIN ST,4,2011,46,0.2875
Other,4,3400,234100,Armory Grounds,4,2011,6.25,0.0390625
Other,4,3400,234100,DIVMIL&NA 1700 PARKWAY E,4,2011,95,0.59375
Other,4,3400,234110,CNY DDSO,4,2011,23.5,0.146875
Other,4,3400,234130,ONEICOUN 321 MAIN ST,4,2011,3.5,0.021875
Other,4,3400,234160,ONEICOUN 321 MAIN ST ,4,2011,11,0.06875
Other,4,3400,334100,Commercial Grounds Maintenance,4,2011,37.75,0.2359375
Other,4,3400,334109,Commercial Grounds - Activities,4,2011,19.75,0.1234375
Other,4,3400,334120,DRV Grounds FG,4,2011,21.75,0.1359375
