DISABILITY,DISABILITY_CODE,COSTCENTER,JOBNUMBER,JOBDESCRIPTION,MONTHWORKED,YEARWORKED,HOURSWORKED,FTE
Mental Retardation,2,3100,231201,NYSDOT 2436 CHENANGO RD,6,2011,19,0.115151515
Non Disabled,3,3100,231201,NYSDOT 2436 CHENANGO RD,6,2011,12,0.072727273
Other,4,3100,231201,NYSDOT 2436 CHENANGO RD,6,2011,4.5,0.027272727
Mental Retardation,2,3100,231221,NYSDOT 2436 CHENANGO RD,6,2011,21,0.127272727
Non Disabled,3,3100,231221,NYSDOT 2436 CHENANGO RD,6,2011,11.25,0.068181818
Other,4,3100,231221,NYSDOT 2436 CHENANGO RD,6,2011,4.25,0.025757576
Mental Health,1,3100,231240,NYSDOT 1701 BROAD ST,6,2011,16,0.096969697
Other,4,3100,231240,NYSDOT 1701 BROAD ST,6,2011,12,0.072727273
Mental Health,1,3100,231271,CNYDDSO 120 ELIZABETH ST,6,2011,34,0.206060606
Other,4,3100,231271,CNYDDSO 120 ELIZABETH ST,6,2011,23.5,0.142424242
Mental Health,1,3100,231271,Elizabeth Street Janitor,6,2011,18.5,0.112121212
Other,4,3100,231271,Elizabeth Street Janitor,6,2011,14.25,0.086363636
Mental Health,1,3100,231279,Elizabeth St DDSO - Activities,6,2011,1,0.006060606
Other,4,3100,231525,Marcy Day Treatment S&W,6,2011,72,0.436363636
Mental Health,1,3100,231531,CNYDDSO 9501 RIVER RD,6,2011,49.25,0.298484848
Other,4,3100,231531,CNYDDSO 9501 RIVER RD,6,2011,36,0.218181818
Mental Health,1,3100,231531,Marcy Day Treatment - Janitor,6,2011,26,0.157575758
Other,4,3100,231531,Marcy Day Treatment - Janitor,6,2011,22,0.133333333
Mental Health,1,3100,231539,Marcy Day Treatment - Activities,6,2011,1.5,0.009090909
Mental Health,1,3100,231541,MVPCMCPI 1213 COURT ST,6,2011,201,1.218181818
Non Disabled,3,3100,231541,MVPCMCPI 1213 COURT ST,6,2011,28,0.16969697
Other,4,3100,231541,MVPCMCPI 1213 COURT ST,6,2011,41.5,0.251515152
Mental Health,1,3100,231549,MVPCMCPI 1213 COURT ST ACTIVITIES,6,2011,8,0.048484848
Non Disabled,3,3100,231549,MVPCMCPI 1213 COURT ST ACTIVITIES,6,2011,4,0.024242424
Mental Health,1,3100,231571,ONEICOUN 120 BASE RD ,6,2011,2.5,0.015151515
Mental Retardation,2,3100,231571,ONEICOUN 120 BASE RD ,6,2011,36.5,0.221212121
Non Disabled,3,3100,231571,ONEICOUN 120 BASE RD ,6,2011,21,0.127272727
Other,4,3100,231571,ONEICOUN 120 BASE RD ,6,2011,11.5,0.06969697
Mental Health,1,3100,231581,ONEICOUN 121 SECOND ST,6,2011,28.5,0.172727273
Mental Retardation,2,3100,231581,ONEICOUN 121 SECOND ST,6,2011,26.5,0.160606061
Non Disabled,3,3100,231581,ONEICOUN 121 SECOND ST,6,2011,26.5,0.160606061
Other,4,3100,231581,ONEICOUN 121 SECOND ST,6,2011,31.75,0.192424242
Mental Retardation,2,3100,231589,ONEICOUN 121 SECOND ST ACTIVITIES,6,2011,2.5,0.015151515
Non Disabled,3,3100,231589,ONEICOUN 121 SECOND ST ACTIVITIES,6,2011,2.5,0.015151515
Mental Health,1,3100,231591,ONEICOUN 6000 AIRPORT RD,6,2011,26.25,0.159090909
Mental Retardation,2,3100,231591,ONEICOUN 6000 AIRPORT RD,6,2011,26.5,0.160606061
Non Disabled,3,3100,231591,ONEICOUN 6000 AIRPORT RD,6,2011,26.75,0.162121212
Other,4,3100,231591,ONEICOUN 6000 AIRPORT RD,6,2011,31,0.187878788
Mental Retardation,2,3100,231599,ONEICOUN 6000 AIRPORT RD ACTIVITIES,6,2011,2.5,0.015151515
Non Disabled,3,3100,231599,ONEICOUN 6000 AIRPORT RD ACTIVITIES,6,2011,2.5,0.015151515
Mental Health,1,3100,231621,OGS Marcy Janitor,6,2011,4,0.024242424
Mental Retardation,2,3100,231621,OGS Marcy Janitor,6,2011,5,0.03030303
Non Disabled,3,3100,231621,OGS Marcy Janitor,6,2011,5,0.03030303
Other,4,3100,231621,OGS Marcy Janitor,6,2011,5,0.03030303
Mental Retardation,2,3100,231631,ONEICOUN 200 ELIZABETH ST,6,2011,297.5,1.803030303
Non Disabled,3,3100,231631,ONEICOUN 200 ELIZABETH ST,6,2011,136.25,0.825757576
Other,4,3100,231631,ONEICOUN 200 ELIZABETH ST,6,2011,118.75,0.71969697
Mental Retardation,2,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,6,2011,43.5,0.263636364
Non Disabled,3,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,6,2011,6.25,0.037878788
Other,4,3100,231639,ONEICOUN 200 ELIZABETH ST ACTIVITIES,6,2011,18.75,0.113636364
Non Disabled,3,3100,231641,ONEICOUN 185 GENESEE ST,6,2011,63.75,0.386363636
Mental Health,1,3100,231671,OTB Herkimer (Mohwak Street),6,2011,14.5,0.087878788
Other,4,3100,231671,OTB Herkimer (Mohwak Street),6,2011,16,0.096969697
Mental Health,1,3100,231679,OTB Herkimer (Mohawk St.) Activities,6,2011,0.5,0.003030303
Other,4,3100,231679,OTB Herkimer (Mohawk St.) Activities,6,2011,2,0.012121212
Mental Health,1,3100,231711,ONEICOUN 800 PARK AVE ,6,2011,322.5,1.954545455
Mental Retardation,2,3100,231711,ONEICOUN 800 PARK AVE ,6,2011,267.5,1.621212121
Non Disabled,3,3100,231711,ONEICOUN 800 PARK AVE ,6,2011,170.5,1.033333333
Other,4,3100,231711,ONEICOUN 800 PARK AVE ,6,2011,795.5,4.821212121
Mental Health,1,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,6,2011,7.5,0.045454545
Mental Retardation,2,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,6,2011,7.5,0.045454545
Non Disabled,3,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,6,2011,10.5,0.063636364
Other,4,3100,231719,ONEICOUN 800 PARK AVE ACTIVITIES,6,2011,21.5,0.13030303
Mental Health,1,3100,231721,ONEICOUN 406 ELIZABETH ST,6,2011,104,0.63030303
Other,4,3100,231721,ONEICOUN 406 ELIZABETH ST,6,2011,9,0.054545455
Mental Health,1,3100,231729,ONEICOUN 406 ELIZABETH ST ACTIVITIES,6,2011,10,0.060606061
Mental Health,1,3100,231731,ONEICOUN 235 ELIZABETH ST,6,2011,154,0.933333333
Mental Health,1,3100,231741,ONEICOUN 200 BASE RD,6,2011,2.5,0.015151515
Mental Retardation,2,3100,231741,ONEICOUN 200 BASE RD,6,2011,19.5,0.118181818
Non Disabled,3,3100,231741,ONEICOUN 200 BASE RD,6,2011,11,0.066666667
Other,4,3100,231741,ONEICOUN 200 BASE RD,6,2011,5,0.03030303
Mental Health,1,3100,231751,CDROTB 232 MOHAWK ST,6,2011,3,0.018181818
Other,4,3100,231751,CDROTB 232 MOHAWK ST,6,2011,4,0.024242424
Mental Health,1,3100,231821,CITYUTICA 33 ORISKANY ST W,6,2011,165,1
Other,4,3100,231821,CITYUTICA 33 ORISKANY ST W,6,2011,132,0.8
Mental Health,1,3100,231841,ONEICOUN 321 MAIN ST,6,2011,167,1.012121212
Mental Retardation,2,3100,231841,ONEICOUN 321 MAIN ST,6,2011,51.75,0.313636364
Non Disabled,3,3100,231841,ONEICOUN 321 MAIN ST,6,2011,145.5,0.881818182
Other,4,3100,231841,ONEICOUN 321 MAIN ST,6,2011,93.5,0.566666667
Mental Health,1,3100,231849,ONEICOUN 321 MAIN ST ACTIVITIES,6,2011,4,0.024242424
Mental Health,1,3100,231851,DIVMIL&NA 1700 PARKWAY E,6,2011,44,0.266666667
Other,4,3100,231851,DIVMIL&NA 1700 PARKWAY E,6,2011,52,0.315151515
Mental Health,1,3100,231859,DIVMIL&NA 1700 PARKWAY E ACTIVITIES,6,2011,15,0.090909091
Mental Health,1,3100,234130,ONEICOUN 321 MAIN ST,6,2011,20,0.121212121
Other,4,3100,234130,ONEICOUN 321 MAIN ST,6,2011,11.5,0.06969697
Mental Retardation,2,3100,330010,MAINPLUS 2260 DWYER AVE,6,2011,5,0.03030303
Mental Retardation,2,3100,331050,MARSDEN 8379 SENECA TRN PK,6,2011,54.25,0.328787879
Non Disabled,3,3100,331050,MARSDEN 8379 SENECA TRN PK,6,2011,29,0.175757576
Other,4,3100,331050,MARSDEN 8379 SENECA TRN PK,6,2011,21.5,0.13030303
Mental Health,1,3100,331060,Gilroy Kernan Gilroy,6,2011,26,0.157575758
Mental Retardation,2,3100,331060,Gilroy Kernan Gilroy,6,2011,27.75,0.168181818
Non Disabled,3,3100,331060,Gilroy Kernan Gilroy,6,2011,28.25,0.171212121
Other,4,3100,331060,Gilroy Kernan Gilroy,6,2011,30.75,0.186363636
Mental Retardation,2,3100,331069,Gilroy - Activities,6,2011,2.75,0.016666667
Non Disabled,3,3100,331069,Gilroy - Activities,6,2011,5.25,0.031818182
Mental Health,1,3100,331070,HERKCCC 100 RESERVOIR RD,6,2011,415.5,2.518181818
Mental Retardation,2,3100,331070,HERKCCC 100 RESERVOIR RD,6,2011,187.5,1.136363636
Non Disabled,3,3100,331070,HERKCCC 100 RESERVOIR RD,6,2011,487.5,2.954545455
Other,4,3100,331070,HERKCCC 100 RESERVOIR RD,6,2011,315,1.909090909
Other,4,3100,331079,HERKCCC 100 RESERVOIR RD ACTIVITIES,6,2011,7.5,0.045454545
Mental Health,1,3100,331080,HUMMELS 25 CANAL ST,6,2011,10.5,0.063636364
Other,4,3100,331080,HUMMELS 25 CANAL ST,6,2011,7.5,0.045454545
Mental Health,1,3100,331080,Hummels,6,2011,5,0.03030303
Other,4,3100,331080,Hummels,6,2011,4,0.024242424
Mental Retardation,2,3100,331110,NATCTMIS 930 YORK ST,6,2011,7,0.042424242
Non Disabled,3,3100,331110,NATCTMIS 930 YORK ST,6,2011,4,0.024242424
Other,4,3100,331110,NATCTMIS 930 YORK ST,6,2011,2,0.012121212
Other,4,3100,331150,CDROTB 731 BLEECKER ST,6,2011,10,0.060606061
Other,4,3100,331150,OTB Bleecker,6,2011,10,0.060606061
Other,4,3100,331159,CDROTB 731 BLEECKER ST ACTIVITIES,6,2011,6,0.036363636
Other,4,3100,331160,CDROTB 16 MAIN ST,6,2011,23,0.139393939
Other,4,3100,331160,OTB Cleats,6,2011,0,0
Other,4,3100,331169,CDROTB 16 MAIN ST ACTIVITIES,6,2011,7,0.042424242
Other,4,3100,331170,CDROTB 1899 GENESEE ST,6,2011,23,0.139393939
Other,4,3100,331170,OTB Jerzees,6,2011,0,0
Other,4,3100,331179,CDROTB 1899 GENESEE ST ACTIVITIES,6,2011,7,0.042424242
Mental Health,1,3100,331180,M & T Bank,6,2011,36.75,0.222727273
Mental Retardation,2,3100,331180,M & T Bank,6,2011,58.5,0.354545455
Non Disabled,3,3100,331180,M & T Bank,6,2011,163,0.987878788
Other,4,3100,331180,M & T Bank,6,2011,278.25,1.686363636
Mental Health,1,3100,331189,M&T Bank - Activities,6,2011,2,0.012121212
Mental Retardation,2,3100,331189,M&T Bank - Activities,6,2011,9,0.054545455
Non Disabled,3,3100,331189,M&T Bank - Activities,6,2011,6,0.036363636
Other,4,3100,331189,M&T Bank - Activities,6,2011,18,0.109090909
Mental Retardation,2,3100,331190,RESCMISS 212 RUTGER ST,6,2011,53,0.321212121
Non Disabled,3,3100,331190,RESCMISS 212 RUTGER ST,6,2011,43.5,0.263636364
Other,4,3100,331190,RESCMISS 212 RUTGER ST,6,2011,16,0.096969697
Non Disabled,3,3100,331199,RESCMISS 212 RUTGER ST ACTIVITIES,6,2011,0.75,0.004545455
Mental Health,1,3100,331200,Slocum Dickson-Utica,6,2011,320,1.939393939
Non Disabled,3,3100,331200,Slocum Dickson-Utica,6,2011,472,2.860606061
Other,4,3100,331200,Slocum Dickson-Utica,6,2011,172.5,1.045454545
Non Disabled,3,3100,331209,Slocum Dickson-Utica  Activities,6,2011,16,0.096969697
Other,4,3100,331209,Slocum Dickson-Utica  Activities,6,2011,8.833333333,0.053535354
Mental Health,1,3100,331230,UCP Hatfield,6,2011,25,0.151515152
Mental Retardation,2,3100,331230,UCP Hatfield,6,2011,25.5,0.154545455
Non Disabled,3,3100,331230,UCP Hatfield,6,2011,25.5,0.154545455
Other,4,3100,331230,UCP Hatfield,6,2011,36,0.218181818
Mental Retardation,2,3100,331239,UCP Hatfield - Activities,6,2011,2.5,0.015151515
Non Disabled,3,3100,331239,UCP Hatfield - Activities,6,2011,2.5,0.015151515
Mental Health,1,3100,331300,Cornel Associates LLC @ 258 Genesee St.,6,2011,180,1.090909091
Non Disabled,3,3100,331300,Cornel Associates LLC @ 258 Genesee St.,6,2011,95.5,0.578787879
Mental Health,1,3100,331309,Cornel Associates LLC @ 258 Genesee St. Activities,6,2011,4,0.024242424
Mental Health,1,3100,331310,SLOCUM 55 CENTRAL PLAZA ,6,2011,38,0.23030303
Other,4,3100,331310,SLOCUM 55 CENTRAL PLAZA ,6,2011,29,0.175757576
Mental Health,1,3100,331310,Slocum Dickson-Ilion,6,2011,20.5,0.124242424
Other,4,3100,331310,Slocum Dickson-Ilion,6,2011,17.25,0.104545455
Mental Health,1,3100,331319,Slocum Dickson-Ilion Activities,6,2011,1.25,0.007575758
Other,4,3100,331350,Our Savior Lutheran Church,6,2011,36,0.218181818
Non Disabled,3,3100,331400,Faxton-st. Luke's Healthcare Barneveld,6,2011,148,0.896969697
Non Disabled,3,3100,331410,Faxton-St. Luke's Healthcare Boonville,6,2011,53.5,0.324242424
Mental Health,1,3100,331420,Faxton-St. Luke's Healthcare Middle Settlement Rd,6,2011,14.5,0.087878788
Mental Retardation,2,3100,331420,Faxton-St. Luke's Healthcare Middle Settlement Rd,6,2011,15.5,0.093939394
Non Disabled,3,3100,331420,Faxton-St. Luke's Healthcare Middle Settlement Rd,6,2011,15.75,0.095454545
Other,4,3100,331420,Faxton-St. Luke's Healthcare Middle Settlement Rd,6,2011,17.25,0.104545455
Mental Retardation,2,3100,331429,Faxton-St. Luke's Healthcare Middle Settlement Act,6,2011,1.5,0.009090909
Non Disabled,3,3100,331429,Faxton-St. Luke's Healthcare Middle Settlement Act,6,2011,4,0.024242424
Non Disabled,3,3100,331430,Faxton-St. Luke's Healthcare Riverside Drive,6,2011,38,0.23030303
Non Disabled,3,3100,331440,Faxton-St. Luke's Healthcare Washington Mills,6,2011,61.75,0.374242424
Non Disabled,3,3100,331450,Faxton-St. Luke's Healthcare Waterville,6,2011,49.5,0.3
Non Disabled,3,3100,331460,Faxton-St. Luke's Healthcare Whitesboro,6,2011,52.25,0.316666667
Mental Retardation,2,3100,331480,SLOCUM 1307 CHAMPLIN AVE ,6,2011,26.25,0.159090909
Non Disabled,3,3100,331480,SLOCUM 1307 CHAMPLIN AVE ,6,2011,14.75,0.089393939
Other,4,3100,331480,SLOCUM 1307 CHAMPLIN AVE ,6,2011,6,0.036363636
Mental Retardation,2,3100,331500,HTC 2260 DWYER AVE,6,2011,37.25,0.225757576
Non Disabled,3,3100,331500,HTC 2260 DWYER AVE,6,2011,21.75,0.131818182
Other,4,3100,331500,HTC 2260 DWYER AVE,6,2011,223.25,1.353030303
Other,4,3100,331509,HTC 2260 DWYER AVE ACTIVITIES,6,2011,15.5,0.093939394
Mental Health,1,3100,331510,MHC Utica,6,2011,18.25,0.110606061
Mental Retardation,2,3100,331510,MHC Utica,6,2011,20.75,0.125757576
Non Disabled,3,3100,331510,MHC Utica,6,2011,30.75,0.186363636
Other,4,3100,331510,MHC Utica,6,2011,23,0.139393939
Mental Retardation,2,3100,331519,MHCU - Activities,6,2011,2,0.012121212
Non Disabled,3,3100,331519,MHCU - Activities,6,2011,4,0.024242424
Mental Retardation,2,3100,331540,M&TBANK 38 COLLEGE ST,6,2011,5.75,0.034848485
Non Disabled,3,3100,331540,M&TBANK 38 COLLEGE ST,6,2011,3.25,0.01969697
Other,4,3100,331540,M&TBANK 38 COLLEGE ST,6,2011,1.25,0.007575758
Mental Health,1,3100,331550,M&T BANK 134 E MAIN ST,6,2011,22,0.133333333
Other,4,3100,331550,M&T BANK 134 E MAIN ST,6,2011,17,0.103030303
Mental Health,1,3100,331560,M&T BANK 319 N MAIN ST,6,2011,22,0.133333333
Other,4,3100,331560,M&T BANK 319 N MAIN ST,6,2011,17,0.103030303
Mental Health,1,3100,331570,M&T BANK 150 CENTRAL AVE,6,2011,22.5,0.136363636
Other,4,3100,331570,M&T BANK 150 CENTRAL AVE,6,2011,17.5,0.106060606
Mental Health,1,3100,331580,M&TBANK WINDOWS VARIOUS SITES,6,2011,17.5,0.106060606
Mental Retardation,2,3200,132111,EADS Janitor,6,2011,130,0.787878788
Other,4,3200,132111,EADS Janitor,6,2011,10,0.060606061
Mental Health,1,3200,132116,EADS - S&W Labs Rate,6,2011,24,0.145454545
Mental Retardation,2,3200,132119,EADS - Activities,6,2011,18,0.109090909
Mental Health,1,3200,132121,Rome Labs Janitor,6,2011,629.5,3.815151515
Mental Retardation,2,3200,132121,Rome Labs Janitor,6,2011,176,1.066666667
Other,4,3200,132121,Rome Labs Janitor,6,2011,414,2.509090909
Mental Health,1,3200,132129,Rome Labs - Activities,6,2011,51,0.309090909
Other,4,3200,132129,Rome Labs - Activities,6,2011,44.86666667,0.271919192
Other,4,3200,231651,ONEICOUN 800 PARK AVE ,6,2011,142.5,0.863636364
Other,4,3200,231659,ONEICOUN 800 PARK AVE ACTIVITIES,6,2011,22.5,0.136363636
Mental Health,1,3200,231841,ONEICOUN 321 MAIN ST,6,2011,23,0.139393939
Mental Health,1,3200,231849,ONEICOUN 321 MAIN ST ACTIVITIES,6,2011,5.75,0.034848485
Mental Health,1,3200,232041,CNYDDSO 101 W LIBERTY ST,6,2011,120,0.727272727
Non Disabled,3,3200,232041,CNYDDSO 101 W LIBERTY ST,6,2011,90,0.545454545
Mental Health,1,3200,232076,Bridge Street S&W Labs Rate,6,2011,2,0.012121212
Mental Health,1,3200,232081,Bridge Street Day Hab,6,2011,64.5,0.390909091
Mental Health,1,3200,232089,Bridge Street Day Hab - Activities,6,2011,1.5,0.009090909
Mental Health,1,3200,232120,Delta Acres,6,2011,26.25,0.159090909
Non Disabled,3,3200,232120,Delta Acres,6,2011,26.25,0.159090909
Other,4,3200,232120,Delta Acres,6,2011,27.5,0.166666667
Mental Health,1,3200,232126,Delta Acres S&W Labs Rate,6,2011,8,0.048484848
Mental Health,1,3200,232140,ONEICOUN 592 HANGAR RD,6,2011,32,0.193939394
Other,4,3200,232150,ONEICOUN 592 HANGAR RD,6,2011,93,0.563636364
Mental Health,1,3200,232222,Gore Road Janitor,6,2011,50,0.303030303
Mental Health,1,3200,232226,Gore Road S&W Labs Rate,6,2011,2,0.012121212
Mental Health,1,3200,232561,ONEICOUN 301 W DOMINICK ST,6,2011,47.25,0.286363636
Non Disabled,3,3200,232561,ONEICOUN 301 W DOMINICK ST,6,2011,41.25,0.25
Other,4,3200,232561,ONEICOUN 301 W DOMINICK ST,6,2011,49.5,0.3
Mental Health,1,3200,232569,ONEICOUN 301 W DOMINICK ST ACTIVITIES,6,2011,2.25,0.013636364
Mental Health,1,3200,232571,ONEICOUN 300 W DOMINICK ST,6,2011,47.25,0.286363636
Non Disabled,3,3200,232571,ONEICOUN 300 W DOMINICK ST,6,2011,47.25,0.286363636
Other,4,3200,232571,ONEICOUN 300 W DOMINICK ST,6,2011,49.5,0.3
Mental Health,1,3200,232579,ONEICOUN 300 W DOMINICK ST ACTIVITIES,6,2011,2.25,0.013636364
Non Disabled,3,3200,232579,ONEICOUN 300 W DOMINICK ST ACTIVITIES,6,2011,6.75,0.040909091
Mental Health,1,3200,232611,OGS Mohawk Janitor,6,2011,5,0.03030303
Mental Health,1,3200,232671,O'Shea Janitor F/T,6,2011,86,0.521212121
Mental Health,1,3200,232676,O'Shea S&W Labs Rate,6,2011,10,0.060606061
Mental Health,1,3200,232679,O'Shea - Activities,6,2011,2,0.012121212
Mental Health,1,3200,232721,ONEICOUN 302 N JAMES ST,6,2011,47.5,0.287878788
Non Disabled,3,3200,232721,ONEICOUN 302 N JAMES ST,6,2011,31.5,0.190909091
Other,4,3200,232721,ONEICOUN 302 N JAMES ST,6,2011,33,0.2
Mental Health,1,3200,232871,Walsh Janitor F/T,6,2011,176,1.066666667
Other,4,3200,232871,Walsh Janitor F/T,6,2011,124.5,0.754545455
Mental Health,1,3200,232872,Walsh Janitor P/T,6,2011,105,0.636363636
Other,4,3200,232872,Walsh Janitor P/T,6,2011,110,0.666666667
Mental Health,1,3200,232879,Walsh - Activities,6,2011,8.35,0.050606061
Other,4,3200,232879,Walsh - Activities,6,2011,7.5,0.045454545
Mental Health,1,3200,232932,Wilson Janitor P/T,6,2011,86,0.521212121
Mental Health,1,3200,232936,Wilson S&W Labs Rate,6,2011,2,0.012121212
Mental Health,1,3200,232939,Wilson - Activities,6,2011,2,0.012121212
Mental Health,1,3200,332040,Griffiss Utility Services Corp,6,2011,11,0.066666667
Other,4,3200,332040,Griffiss Utility Services Corp,6,2011,2,0.012121212
Mental Health,1,3200,332049,Griffiss Utility - Activities,6,2011,2,0.012121212
Mental Retardation,2,3200,332080,Oneida Herk Solid Waste,6,2011,18,0.109090909
Mental Health,1,3200,332090,CDROTB 526 ERIE BLVD W,6,2011,1,0.006060606
Mental Retardation,2,3200,332090,CDROTB 526 ERIE BLVD W,6,2011,12,0.072727273
Other,4,3200,332090,CDROTB 526 ERIE BLVD W,6,2011,21,0.127272727
Mental Health,1,3200,332090,OTB Legends,6,2011,0,0
Mental Retardation,2,3200,332090,OTB Legends,6,2011,0,0
Other,4,3200,332090,OTB Legends,6,2011,0,0
Other,4,3200,332099,CDROTB 526 ERIE BLVD W ACTIVITIES,6,2011,1,0.006060606
Other,4,3200,332099,OTB Legends - Activities,6,2011,0,0
Mental Health,1,3200,332130,CITYROME 301 N JAMES ST,6,2011,24,0.145454545
Other,4,3200,332130,CITYROME 301 N JAMES ST,6,2011,66,0.4
Other,4,3200,332520,MHC Rome,6,2011,18,0.109090909
Non Disabled,3,3300,130150,NAVFAC 5803 E MOLLOY RD,6,2011,58,0.351515152
Mental Health,1,3300,233130,CENTRO 200 CORTLAND AVE,6,2011,113,0.684848485
Non Disabled,3,3300,233130,CENTRO 200 CORTLAND AVE,6,2011,8,0.048484848
Other,4,3300,233130,CENTRO 200 CORTLAND AVE,6,2011,306.5,1.857575758
Mental Health,1,3300,233160,ONONCOUN 4949 VELASKO RD,6,2011,150,0.909090909
Mental Health,1,3300,233170,SUNYOSWE 200 N ONDAGA CIRCL,6,2011,1150,6.96969697
Other,4,3300,233170,SUNYOSWE 200 N ONDAGA CIRCL,6,2011,2594.5,15.72424242
Mental Health,1,3300,233180,CENTRO 131 ALLIANCE BANK,6,2011,80,0.484848485
Mental Retardation,2,3300,233180,CENTRO 131 ALLIANCE BANK,6,2011,71,0.43030303
Other,4,3300,233180,CENTRO 131 ALLIANCE BANK,6,2011,309.5,1.875757576
Other,4,3300,233189,CENTRO 131 ALLIANCE BANK ACTIVITIES,6,2011,8.5,0.051515152
Mental Health,1,3300,233190,ONONCOUN 55 S STATE ST,6,2011,24,0.145454545
Mental Retardation,2,3300,233190,ONONCOUN 55 S STATE ST,6,2011,33,0.2
Non Disabled,3,3300,233190,ONONCOUN 55 S STATE ST,6,2011,66,0.4
Other,4,3300,233190,ONONCOUN 55 S STATE ST,6,2011,137,0.83030303
Other,4,3300,233199,ONONCOUN 55 S STATE ST ACTIVITIES,6,2011,3,0.018181818
Mental Retardation,2,3300,234190,DIVMIL&NA 6900 THOMPSON RD,6,2011,25.5,0.154545455
Non Disabled,3,3300,234190,DIVMIL&NA 6900 THOMPSON RD,6,2011,14.5,0.087878788
Mental Health,1,3400,134111,ARMYRESV 95 BURRSTONE RD,6,2011,5.5,0.033333333
Other,4,3400,134111,ARMYRESV 95 BURRSTONE RD,6,2011,4,0.024242424
Mental Health,1,3400,134120,AFRLSTOC 5251 BURLESON RD,6,2011,19,0.115151515
Other,4,3400,134120,AFRLSTOC 5251 BURLESON RD,6,2011,19,0.115151515
Mental Health,1,3400,234100,DIVMIL&NA 1700 PARKWAY E,6,2011,39,0.236363636
Other,4,3400,234100,DIVMIL&NA 1700 PARKWAY E,6,2011,39,0.236363636
Mental Health,1,3400,234110,CNYDDSO VARIOUS SITES,6,2011,81.75,0.495454545
Other,4,3400,234110,CNYDDSO VARIOUS SITES,6,2011,78,0.472727273
Mental Health,1,3400,234130,ONEICOUN 321 MAIN ST,6,2011,18,0.109090909
Other,4,3400,234130,ONEICOUN 321 MAIN ST,6,2011,69,0.418181818
Mental Health,1,3400,234160,ONEICOUN 301 W DOMINICK ST,6,2011,4.5,0.027272727
Other,4,3400,234160,ONEICOUN 301 W DOMINICK ST,6,2011,4.5,0.027272727
Mental Health,1,3400,234170,ONEICOUN 800 PARK AVE,6,2011,11.5,0.06969697
